user_id,timestamp,location_change,call_duration,message_count,anomaly
user_4,2023-12-02 15:22:01.449528,1,551,7,0
user_9,2023-10-26 09:15:57.995526,0,206,10,0
user_4,2023-04-03 12:18:17.086797,1,136,1,0
user_4,2023-02-27 15:48:28.968022,1,340,7,0
user_3,2023-09-17 00:47:46.825694,0,353,2,0
user_9,2023-09-05 01:15:20.373336,0,179,7,0
user_1,2023-03-03 17:51:50.746178,0,297,14,0
user_1,2023-04-07 22:39:36.469628,1,457,19,1
user_1,2023-12-30 01:23:45.669317,0,567,14,0
user_2,2023-12-01 09:43:17.915819,1,77,9,0
user_1,2023-12-09 16:41:30.117499,1,240,19,0
user_3,2023-09-13 01:03:38.659322,1,80,2,0
user_8,2023-01-07 09:26:35.972877,0,441,12,0
user_4,2023-06-01 18:26:47.038400,0,366,15,0
user_9,2023-10-20 15:47:13.210655,0,588,9,0
user_4,2023-05-10 04:35:41.735307,0,261,18,1
user_5,2023-12-27 14:22:36.343975,0,147,20,0
user_1,2023-04-29 07:34:13.098657,0,48,0,0
user_8,2023-05-16 20:18:28.904342,0,428,12,0
user_8,2023-05-06 01:36:56.277881,1,103,19,0
user_9,2023-05-02 02:09:26.619013,0,260,2,0
user_1,2023-03-23 04:30:41.334563,1,99,1,0
user_7,2023-08-07 04:31:37.312981,1,283,13,1
user_5,2023-02-26 02:27:24.845210,1,153,14,0
user_1,2023-01-28 18:02:16.487509,1,528,17,0
user_7,2023-07-31 21:52:43.303314,0,164,10,0
user_4,2023-11-17 13:19:07.826784,0,298,10,0
user_9,2023-01-23 01:38:52.954017,0,66,13,0
user_9,2023-08-30 09:42:23.046018,0,370,0,0
user_1,2023-06-10 10:30:50.246543,1,579,4,0
user_8,2023-06-07 01:13:27.135690,1,442,15,0
user_8,2023-01-28 12:46:12.262045,0,53,8,0
user_4,2023-07-14 19:39:04.821671,0,493,12,0
user_8,2023-06-05 02:44:42.375078,0,407,15,0
user_7,2023-06-11 07:13:53.713651,0,317,12,0
user_9,2023-08-25 04:03:35.986460,1,543,9,0
user_5,2023-02-17 22:39:09.512124,0,312,2,0
user_5,2023-12-15 08:06:39.029441,1,140,19,0
user_10,2023-01-24 11:56:27.909331,1,464,1,0
user_7,2023-03-21 08:04:48.253953,1,316,12,0
user_1,2023-04-05 14:35:46.493918,1,392,3,0
user_3,2023-02-24 02:08:26.890625,0,256,17,0
user_2,2023-03-29 12:04:37.024857,1,367,15,0
user_4,2023-11-22 19:41:52.142104,0,451,8,0
user_3,2023-05-30 13:01:24.558236,0,590,10,0
user_3,2023-01-26 16:58:30.765919,1,262,9,0
user_5,2023-04-03 06:28:34.656130,0,367,9,0
user_7,2023-08-14 11:00:31.756216,1,124,4,0
user_7,2023-09-06 01:25:57.950564,1,218,7,0
user_9,2023-11-16 09:59:01.646191,1,298,18,0
user_6,2023-03-22 00:01:45.713064,0,172,8,0
user_4,2023-04-12 13:05:42.771030,1,108,7,0
user_7,2023-08-18 01:10:08.765960,1,507,11,0
user_9,2023-12-16 18:07:13.560856,0,298,16,0
user_4,2023-07-29 18:02:27.467464,1,34,5,0
user_8,2023-04-18 20:07:18.166795,1,9,3,0
user_3,2023-01-03 00:18:31.530100,0,247,3,0
user_4,2023-11-21 09:28:54.137817,0,134,7,0
user_8,2023-01-23 23:16:12.117340,1,43,5,0
user_7,2023-11-11 23:17:08.341318,0,542,5,0
user_8,2023-02-15 09:19:49.430005,1,90,9,0
user_4,2023-10-10 06:26:15.181936,0,63,12,0
user_7,2023-01-05 01:46:30.120590,0,303,10,0
user_7,2023-03-17 17:53:33.045715,1,4,5,0
user_8,2023-03-21 03:43:48.351560,1,22,2,1
user_6,2023-07-10 07:34:32.332759,0,22,18,0
user_2,2023-08-16 10:38:39.568677,1,91,9,1
user_6,2023-01-06 12:23:18.817589,0,125,16,0
user_8,2023-03-12 01:53:08.710437,1,22,18,0
user_10,2023-05-26 10:29:35.734289,0,377,19,0
user_8,2023-08-09 00:20:58.960686,0,14,16,0
user_1,2023-12-26 11:45:30.136087,1,481,16,0
user_7,2023-02-04 16:53:37.963548,0,498,4,0
user_5,2023-05-27 10:39:08.618953,1,39,1,0
user_5,2023-02-13 12:44:36.429859,0,500,3,0
user_1,2023-02-08 03:27:21.782701,1,221,3,0
user_10,2023-12-07 06:39:24.470345,0,348,18,0
user_1,2023-02-27 08:28:30.616940,0,342,7,0
user_9,2023-01-03 12:45:56.308002,0,256,15,0
user_2,2023-02-09 04:13:28.450955,1,557,6,0
user_9,2023-08-20 09:53:57.667576,1,298,14,0
user_4,2023-05-06 17:59:51.353126,0,171,8,0
user_2,2023-08-11 19:18:54.742694,1,368,14,0
user_6,2023-06-26 22:31:41.427381,1,87,3,0
user_3,2023-09-07 15:41:11.850314,0,196,0,0
user_6,2023-11-11 23:33:57.095078,0,131,9,0
user_2,2023-09-18 00:38:11.263212,1,220,20,0
user_8,2023-06-15 12:26:39.724873,0,65,11,0
user_3,2023-01-27 22:14:24.911525,1,547,13,0
user_10,2023-06-01 11:10:50.921961,1,266,18,0
user_1,2023-06-08 08:53:42.596180,0,119,5,0
user_10,2023-03-02 07:58:57.145786,0,175,11,0
user_1,2023-06-23 19:47:33.558994,1,129,10,0
user_10,2023-06-21 03:43:03.928154,1,30,18,0
user_5,2023-05-10 16:07:19.729272,1,534,7,0
user_2,2023-01-24 10:55:31.545818,1,201,12,0
user_1,2023-06-02 16:59:19.270061,1,543,0,0
user_6,2023-05-01 18:45:07.092835,1,150,2,0
user_6,2023-06-06 04:12:46.190005,0,416,16,0
user_3,2023-09-27 13:08:59.955219,0,242,12,0
user_3,2023-08-13 02:24:35.441581,0,224,15,0
user_8,2023-09-22 20:39:59.327348,1,506,1,0
user_2,2023-03-04 14:06:20.709533,0,414,10,0
user_1,2023-03-18 01:19:31.305513,1,354,20,0
user_4,2023-04-16 20:50:19.447285,1,402,17,0
user_9,2023-02-01 22:13:10.040449,1,353,18,0
user_10,2023-05-01 20:30:29.443995,1,475,11,1
user_8,2023-02-28 08:31:53.790933,1,33,5,0
user_9,2023-08-09 04:42:29.824935,0,515,15,0
user_9,2023-05-17 04:37:21.884342,1,436,8,0
user_6,2023-05-25 17:01:17.684479,1,452,0,0
user_2,2023-07-30 18:54:35.580649,0,587,5,0
user_6,2023-03-03 04:57:20.786494,1,179,8,0
user_7,2023-06-02 21:33:38.886338,1,178,12,0
user_2,2023-12-18 08:24:26.725092,0,324,2,0
user_7,2023-08-07 12:50:58.723430,1,166,20,0
user_1,2023-02-17 02:10:57.915294,0,544,11,0
user_5,2023-12-19 09:01:00.986315,0,144,18,0
user_10,2023-01-28 18:57:45.081795,0,412,14,0
user_6,2023-08-20 00:18:15.178231,1,17,12,0
user_8,2023-07-10 22:08:00.660372,0,152,9,1
user_4,2023-12-20 01:57:50.186308,1,436,19,0
user_2,2023-11-08 03:24:33.827722,1,391,10,0
user_5,2023-05-06 10:13:06.853422,1,304,0,0
user_10,2023-09-21 10:57:19.599262,0,331,16,0
user_5,2023-09-03 14:54:08.517048,0,111,2,0
user_3,2023-08-11 04:16:32.877199,1,384,13,0
user_9,2023-07-25 12:51:21.975136,0,272,16,0
user_1,2023-01-05 17:34:52.350871,0,76,11,0
user_7,2023-03-31 17:36:34.690465,1,161,12,1
user_6,2023-04-18 08:13:22.347563,1,403,16,0
user_10,2023-01-14 14:46:02.478123,1,407,7,0
user_9,2023-07-21 21:53:02.263900,1,522,6,0
user_2,2023-03-21 19:11:47.634413,1,187,8,0
user_7,2023-07-05 16:19:44.693041,1,203,14,1
user_10,2023-01-30 11:12:09.081751,1,55,8,0
user_9,2023-08-04 08:09:25.791471,1,39,0,0
user_6,2023-06-06 03:21:01.351943,1,372,4,0
user_7,2023-01-04 03:43:37.895395,1,136,14,0
user_6,2023-02-28 00:38:41.155845,0,24,2,0
user_4,2023-11-08 17:10:02.045909,0,246,11,0
user_10,2023-12-28 06:13:44.921168,1,289,20,0
user_8,2023-07-11 14:24:45.801410,1,241,5,0
user_7,2023-04-15 01:02:34.751770,1,169,11,0
user_8,2023-07-24 00:14:01.501590,1,441,0,0
user_6,2023-11-12 07:40:44.100937,0,274,12,0
user_2,2023-09-08 05:16:00.529436,1,389,18,0
user_10,2023-09-03 20:23:28.902411,1,82,10,0
user_2,2023-10-30 03:39:23.365525,1,326,16,0
user_1,2023-10-30 01:17:28.535323,0,208,12,0
user_10,2023-08-31 16:31:56.801497,1,92,7,0
user_4,2023-09-29 19:44:54.466198,0,501,0,0
user_4,2023-09-08 00:31:19.150259,0,478,2,0
user_5,2023-11-11 13:26:59.564981,0,511,10,0
user_9,2023-09-03 02:17:49.452095,0,260,9,0
user_2,2023-03-08 08:21:37.696531,0,18,15,0
user_4,2023-02-28 00:50:26.367489,1,287,14,0
user_9,2023-12-11 23:42:27.506072,0,153,18,0
user_2,2023-07-02 18:11:50.350336,1,185,9,0
user_8,2023-03-26 19:33:27.794414,0,411,7,0
user_3,2023-09-01 02:54:46.286618,0,275,12,0
user_1,2023-03-14 17:53:04.932770,1,310,5,0
user_6,2023-10-16 21:49:50.283789,0,235,18,1
user_7,2023-07-22 19:17:33.218114,0,582,0,0
user_9,2023-07-18 16:05:36.010404,0,120,9,0
user_8,2023-04-14 16:57:43.048894,0,543,2,0
user_10,2023-10-09 22:43:48.392575,0,531,15,0
user_9,2023-10-12 03:17:29.470949,0,476,2,0
user_6,2023-12-03 05:02:26.325835,0,547,14,0
user_2,2023-09-07 04:23:21.345874,1,68,4,0
user_10,2023-10-22 22:22:29.728439,0,311,4,0
user_3,2023-02-27 23:02:11.851381,0,155,15,0
user_2,2023-05-07 14:51:35.460373,1,405,9,0
user_2,2023-06-24 18:39:17.793837,0,241,8,0
user_2,2023-03-01 04:31:48.196566,1,47,7,0
user_5,2023-07-09 13:33:18.727303,1,365,3,0
user_6,2023-11-02 12:22:29.341682,1,548,2,0
user_4,2023-12-15 15:56:36.729029,0,50,10,0
user_5,2023-07-31 01:51:06.026487,1,281,3,0
user_10,2023-07-20 01:33:57.151211,1,108,12,0
user_3,2023-03-09 01:11:30.324397,1,342,10,0
user_10,2023-11-14 02:59:24.359297,0,341,3,0
user_9,2023-09-18 05:37:22.871819,0,182,16,0
user_6,2023-08-17 18:01:27.617160,1,24,9,0
user_10,2023-02-09 21:32:42.628967,0,214,5,0
user_4,2023-11-07 02:56:02.844868,1,308,1,0
user_5,2023-02-13 14:20:09.403822,1,104,13,0
user_1,2023-11-30 05:58:22.211929,1,551,15,0
user_9,2023-01-22 02:25:30.374557,1,533,16,0
user_1,2023-05-23 14:01:31.733698,1,583,9,0
user_4,2023-02-19 17:12:18.693053,0,243,18,0
user_4,2023-01-13 19:15:53.873744,1,58,13,0
user_8,2023-11-19 21:31:24.707522,1,374,10,0
user_4,2023-03-01 11:02:14.241364,1,289,14,0
user_6,2023-02-04 04:47:27.082546,1,154,4,1
user_8,2023-05-17 04:33:16.459344,0,595,17,0
user_5,2023-08-07 17:37:11.402093,0,517,13,0
user_5,2023-09-03 19:41:48.457894,0,19,4,0
user_5,2023-11-11 13:02:19.728188,0,569,15,0
user_9,2023-12-15 20:30:47.086207,1,386,8,0
user_6,2023-01-12 21:34:10.652524,0,561,10,0
user_3,2023-12-25 12:44:20.598561,0,426,11,0
user_7,2023-04-17 20:35:23.344506,0,223,13,0
user_8,2023-06-24 05:55:43.314685,1,228,7,0
user_3,2023-09-13 00:50:23.302357,1,81,10,0
user_6,2023-10-07 18:50:13.111301,0,21,20,0
user_2,2023-02-04 21:27:33.069104,1,499,16,0
user_10,2023-02-27 03:19:11.387405,0,348,1,0
user_4,2023-08-03 01:59:40.782562,0,19,19,0
user_8,2023-09-08 03:48:22.783346,0,309,2,1
user_9,2023-07-16 13:26:37.430738,1,223,14,0
user_7,2023-05-07 09:06:44.005061,1,496,11,0
user_2,2023-05-20 20:05:34.750020,0,313,3,0
user_7,2023-03-11 06:01:31.003722,0,89,13,0
user_7,2023-12-09 14:32:34.614965,1,55,9,0
user_1,2023-08-31 01:59:15.704207,0,587,3,0
user_8,2023-04-06 03:20:24.310946,0,512,11,0
user_8,2023-10-10 23:13:32.500427,0,442,16,0
user_8,2023-07-03 02:00:28.798960,1,393,18,0
user_1,2023-11-30 23:31:13.038679,0,101,5,0
user_3,2023-10-14 17:51:44.413254,1,460,19,0
user_7,2023-07-25 19:22:03.634762,0,29,17,0
user_7,2023-08-29 00:51:57.883875,0,23,19,0
user_2,2023-03-16 22:59:02.769954,0,85,6,0
user_3,2023-01-10 02:55:51.672848,0,421,8,0
user_9,2023-06-28 14:59:20.094389,0,538,13,0
user_7,2023-09-07 02:03:04.447075,1,27,7,0
user_9,2023-05-20 02:45:38.098866,0,70,4,0
user_4,2023-04-14 19:42:17.518882,0,44,10,0
user_3,2023-06-01 05:15:44.534455,0,263,4,0
user_6,2023-07-20 06:17:14.099312,0,272,1,0
user_4,2023-10-25 08:52:41.772160,1,131,8,0
user_10,2023-12-23 12:26:54.345504,1,467,12,0
user_3,2023-07-15 14:24:16.994180,1,29,15,0
user_2,2023-03-30 12:39:50.106099,1,121,11,0
user_7,2023-12-09 06:25:06.713091,0,301,17,0
user_9,2023-12-21 23:32:49.119941,1,491,10,0
user_3,2023-03-11 12:46:08.070662,1,222,20,0
user_9,2023-06-29 13:32:15.315480,1,529,15,0
user_7,2023-04-16 03:22:33.436850,0,572,10,0
user_5,2023-12-19 03:31:56.836716,0,182,0,0
user_5,2023-07-14 18:58:17.811502,0,253,18,0
user_7,2023-11-06 05:35:58.471439,1,567,20,0
user_9,2023-03-13 14:01:58.411760,1,288,16,0
user_10,2023-01-24 06:43:30.470109,0,443,1,0
user_7,2023-07-17 20:39:37.780670,0,349,11,0
user_8,2023-10-26 15:53:03.837213,1,482,14,0
user_7,2023-01-14 23:16:20.005604,1,309,13,0
user_4,2023-05-05 08:28:52.609564,0,484,6,0
user_6,2023-01-20 01:42:16.467019,1,42,10,0
user_6,2023-02-12 00:32:56.560609,0,170,1,0
user_3,2023-03-16 20:49:09.021513,0,57,16,0
user_3,2023-03-25 17:03:09.810129,0,14,9,0
user_10,2023-04-12 11:12:59.196502,1,418,10,0
user_8,2023-02-09 22:05:31.636422,1,435,17,0
user_5,2023-04-22 17:54:47.969792,1,487,2,0
user_8,2023-02-04 22:38:32.533516,1,404,6,0
user_8,2023-01-19 08:26:37.991785,0,572,5,0
user_9,2023-01-29 18:43:47.660617,0,496,5,0
user_10,2023-06-18 07:20:31.186813,0,525,13,0
user_10,2023-04-10 12:28:10.230503,1,401,1,0
user_10,2023-05-03 05:20:34.170169,0,389,0,0
user_1,2023-08-29 23:01:16.040247,0,557,6,0
user_4,2023-01-09 00:49:04.907195,1,529,19,0
user_10,2023-07-29 19:38:09.250486,1,390,0,0
user_6,2023-05-15 04:05:12.964180,0,395,8,0
user_10,2023-08-21 00:09:29.639644,1,358,10,0
user_5,2023-11-19 08:57:15.646295,0,265,10,0
user_9,2023-08-10 02:10:29.667138,1,22,14,0
user_7,2023-10-19 15:38:09.671585,0,108,5,0
user_8,2023-05-07 20:17:06.698683,0,582,5,0
user_8,2023-06-19 03:18:29.821231,1,90,13,1
user_7,2023-12-09 02:51:53.592771,1,596,4,0
user_8,2023-02-20 17:48:22.540212,0,418,17,0
user_8,2023-08-19 15:10:37.145902,1,364,7,0
user_1,2023-01-30 12:22:00.386057,1,496,1,0
user_9,2023-08-24 15:42:28.974471,1,296,12,0
user_3,2023-06-07 17:11:39.955189,1,123,20,0
user_3,2023-04-13 01:12:11.266304,0,61,9,1
user_4,2023-04-03 01:33:08.857246,1,204,17,1
user_3,2023-02-08 12:08:38.158737,0,256,17,0
user_3,2023-06-28 20:56:18.753469,0,108,10,0
user_9,2023-07-02 01:46:25.828798,1,568,14,0
user_9,2023-02-22 23:12:46.248055,1,424,0,0
user_4,2023-10-21 22:48:58.856535,1,173,8,0
user_10,2023-11-12 08:40:44.536106,1,352,12,0
user_3,2023-09-18 19:19:27.720168,1,498,14,0
user_2,2023-06-15 20:18:41.857971,0,126,5,0
user_2,2023-12-22 02:57:41.823831,0,178,17,0
user_9,2023-07-04 01:43:53.289658,0,67,1,0
user_8,2023-09-09 15:00:20.121952,1,68,7,0
user_2,2023-01-06 08:43:27.744595,0,416,4,0
user_2,2023-02-15 03:53:46.341758,1,383,18,0
user_6,2023-08-02 05:17:05.644564,0,318,6,0
user_7,2023-05-14 21:06:26.046635,1,474,14,0
user_6,2023-07-07 19:27:27.528116,0,425,20,0
user_3,2023-04-16 19:40:27.189077,0,70,10,0
user_6,2023-04-10 08:09:40.972495,0,543,0,0
user_3,2023-06-17 00:52:19.265112,0,590,6,0
user_3,2023-12-20 02:00:50.062398,0,163,0,0
user_10,2023-10-15 11:35:14.764296,1,311,15,0
user_10,2023-03-30 12:06:34.988700,1,331,14,0
user_1,2023-08-17 00:23:27.447935,0,360,16,0
user_9,2023-06-23 09:15:51.160705,1,172,12,0
user_10,2023-02-25 10:35:21.720489,1,243,1,0
user_4,2023-09-26 14:48:04.464175,1,359,20,0
user_10,2023-01-01 09:57:55.818647,1,106,13,0
user_3,2023-02-07 06:40:41.483640,1,228,9,0
user_3,2023-04-30 09:28:42.133053,0,376,2,0
user_6,2023-11-28 15:49:42.328889,0,27,0,0
user_9,2023-12-16 23:58:58.831829,0,177,16,0
user_9,2023-08-25 22:16:20.599931,0,466,18,0
user_10,2023-05-15 21:59:27.235982,0,494,16,1
user_10,2023-05-07 15:14:14.779480,0,24,8,0
user_10,2023-07-04 08:47:20.103731,1,369,18,0
user_5,2023-01-22 10:40:16.689778,0,246,17,0
user_8,2023-12-05 21:18:48.146965,1,150,17,0
user_9,2023-08-26 20:42:59.100184,1,455,20,0
user_6,2023-12-24 18:53:28.303282,0,583,3,0
user_4,2023-06-09 09:13:52.036799,0,376,5,0
user_10,2023-02-08 21:50:45.785584,1,214,6,0
user_8,2023-05-23 09:50:24.461446,0,367,3,0
user_10,2023-12-13 05:35:48.375053,0,112,5,0
user_9,2023-04-15 17:33:48.070241,0,394,5,0
user_3,2023-01-17 20:52:53.710520,0,567,7,0
user_7,2023-11-08 14:00:09.216122,1,511,9,0
user_7,2023-10-15 23:56:31.914993,0,501,8,0
user_7,2023-04-06 15:29:28.540257,0,33,18,0
user_7,2023-12-24 23:20:47.076338,1,518,18,0
user_7,2023-05-17 21:42:16.764959,0,267,15,0
user_2,2023-02-19 07:24:50.689367,1,194,4,0
user_10,2023-01-03 15:45:27.499438,1,355,16,0
user_9,2023-07-16 16:55:30.674623,1,83,17,0
user_5,2023-07-13 22:14:12.405205,1,517,18,0
user_7,2023-04-30 22:17:14.856992,0,421,3,0
user_1,2023-02-27 06:43:26.395322,1,266,11,0
user_5,2023-11-02 07:04:54.036661,0,93,19,0
user_8,2023-03-02 06:24:20.827069,1,474,3,0
user_5,2023-11-08 23:59:48.610478,0,303,15,0
user_6,2023-08-14 18:31:21.521701,1,363,19,0
user_7,2023-06-12 22:18:29.346308,1,11,18,0
user_10,2023-05-04 06:41:13.457124,1,352,8,0
user_8,2023-05-01 20:24:13.141067,0,23,7,0
user_4,2023-05-11 20:05:38.935943,1,311,3,0
user_9,2023-04-24 09:52:31.723496,1,203,7,0
user_2,2023-02-25 17:15:11.284048,1,397,15,0
user_10,2023-06-10 04:41:41.802142,1,345,4,0
user_6,2023-03-29 14:13:17.615357,1,145,14,0
user_9,2023-04-12 02:18:17.994602,0,171,3,0
user_3,2023-12-01 16:18:52.693455,1,524,7,0
user_10,2023-03-17 07:13:38.681935,0,48,3,0
user_3,2023-10-18 09:19:59.570602,0,300,10,0
user_3,2023-04-19 18:19:54.531851,0,572,6,0
user_9,2023-04-20 14:51:49.645442,1,520,14,0
user_1,2023-10-20 01:43:45.418090,1,113,18,0
user_1,2023-12-17 03:10:35.261389,1,20,8,0
user_8,2023-03-01 03:29:36.952122,1,114,3,0
user_9,2023-06-21 05:55:04.061353,0,354,7,0
user_9,2023-10-10 08:37:42.901059,1,244,11,0
user_4,2023-08-28 16:40:52.684755,1,233,11,0
user_4,2023-12-28 06:40:41.880176,0,188,16,0
user_10,2023-04-05 17:02:44.860669,0,232,17,0
user_9,2023-11-10 04:37:02.499080,1,9,12,0
user_1,2023-01-12 11:54:45.596412,0,27,9,1
user_2,2023-12-16 16:29:54.344959,0,516,18,0
user_4,2023-05-26 11:21:49.653110,0,452,19,0
user_5,2023-01-20 17:48:06.288696,0,325,5,0
user_2,2023-09-20 03:09:25.931054,0,253,5,0
user_10,2023-08-20 09:35:45.794667,0,564,19,0
user_1,2023-02-17 10:49:03.788178,1,284,5,0
user_7,2023-08-13 01:19:05.389527,1,97,3,0
user_8,2023-02-03 12:07:44.364175,0,595,3,0
user_1,2023-07-29 09:36:46.647368,0,461,1,0
user_4,2023-07-14 18:20:21.872533,1,453,0,0
user_4,2023-12-16 15:52:27.554207,0,380,6,0
user_2,2023-12-23 23:18:45.793792,0,91,13,0
user_10,2023-12-04 08:02:19.252441,1,316,2,0
user_7,2023-08-10 00:22:09.379293,0,8,2,0
user_8,2023-09-25 19:18:46.495730,1,588,3,0
